IsGrandTotalRowTotal,CountSYS_RECID,SumLOSDAYS,Hospital,PAYER (groups),Observation,Surgical,NICU,YEAR
False,2,4,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","Observation","Non-Surgical","NICU Level I",2022
False,2,8,"ST JOSEPHS HOSPITAL","Other Federal","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,3,"TAMPA GENERAL HOSPITAL","Other State/Local","No Observation","Surgical","Non-NICU",2022
False,2,36,"JACKSON MEMORIAL HOSPITAL","Other Federal","Observation","Non-Surgical","Non-NICU",2022
False,2,160,"TAMPA GENERAL HOSPITAL","Medicare","Observation","Surgical","Non-NICU",2022
False,2,11,"MEMORIAL REGIONAL HOSPITAL","Self/Non-Payment","No Observation","Surgical","ICU <1 Year Old",2022
False,2,10,"ST MARY'S MEDICAL CENTER","Other","No Observation","Surgical","Non-NICU",2022
False,2,3,"ADVENTHEALTH ORLANDO","Workers' Comp","No Observation","Surgical","Non-NICU",2022
False,2,14,"ST JOSEPHS HOSPITAL","Other State/Local","Observation","Surgical","Non-NICU",2022
False,2,91,"BROWARD HEALTH MEDICAL CENTER","Commercial","No Observation","Surgical","NICU Level III",2022
False,2,7,"ADVENTHEALTH ORLANDO","Commercial","No Observation","Surgical","NICU Level II",2022
False,2,19,"ST JOSEPHS HOSPITAL","Other State/Local","No Observation","Surgical","Non-NICU",2022
False,2,18,"BROWARD HEALTH MEDICAL CENTER","Kidcare","Observation","Surgical","Non-NICU",2022
False,2,101,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level II",2022
False,2,19,"ARNOLD PALMER MEDICAL CENTER","Commercial","Observation","Non-Surgical","NICU Level II",2022
False,2,48,"ADVENTHEALTH ORLANDO","Commercial","Observation","Surgical","NICU Level III",2022
False,2,336,"ASCENSION SACRED HEART PENSACOLA","Commercial","No Observation","Surgical","NICU Level III",2022
False,2,81,"TAMPA GENERAL HOSPITAL","Commercial","Observation","Surgical","ICU <1 Year Old",2022
False,2,38,"ARNOLD PALMER MEDICAL CENTER","Other","Observation","Surgical","Non-NICU",2022
False,2,40,"ARNOLD PALMER MEDICAL CENTER","Commercial","Observation","Surgical","ICU <1 Year Old",2022
False,2,10,"WOLFSON CHILDREN'S HOSPITAL","Other","Observation","Surgical","Non-NICU",2022
False,2,49,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,17,"JACKSON MEMORIAL HOSPITAL","Other Federal","Observation","Surgical","Non-NICU",2022
False,2,27,"MEMORIAL REGIONAL HOSPITAL","Medicare","No Observation","Surgical","Non-NICU",2022
False,2,8,"TAMPA GENERAL HOSPITAL","Kidcare","No Observation","Surgical","Non-NICU",2022
False,2,9,"WOLFSON CHILDREN'S HOSPITAL","Other Federal","No Observation","Surgical","ICU <1 Year Old",2022
False,2,58,"HEALTHPARK MEDICAL CENTER","Other Federal","No Observation","Non-Surgical","NICU Level III",2022
False,2,13,"TAMPA GENERAL HOSPITAL","Commercial","Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,25,"TAMPA GENERAL HOSPITAL","Other Federal","Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,9,"ST JOSEPHS HOSPITAL","Other Federal","Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,17,"TAMPA GENERAL HOSPITAL","Other","No Observation","Non-Surgical","Non-NICU",2022
False,2,24,"HEALTHPARK MEDICAL CENTER","Other Federal","No Observation","Non-Surgical","NICU Level II",2022
False,2,15,"TAMPA GENERAL HOSPITAL","Other","No Observation","Non-Surgical","NICU Level II",2022
False,2,8,"TAMPA GENERAL HOSPITAL","Other","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,21,"TAMPA GENERAL HOSPITAL","Other","Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,13,"ADVENTHEALTH ORLANDO","Kidcare","No Observation","Non-Surgical","NICU Level III",2022
False,2,16,"HEALTHPARK MEDICAL CENTER","Other State/Local","No Observation","Non-Surgical","NICU Level II",2022
False,2,3,"ARNOLD PALMER MEDICAL CENTER","Medicare","No Observation","Non-Surgical","Non-NICU",2022
False,2,1,"ASCENSION SACRED HEART PENSACOLA","Medicare","No Observation","Non-Surgical","Non-NICU",2022
False,2,5,"ST JOSEPHS HOSPITAL","Other State/Local","Observation","Non-Surgical","NICU Level I",2022
False,2,8,"BAPTIST MEDICAL CENTER JACKSONVILLE","Other","No Observation","Non-Surgical","NICU Level I",2019
False,2,4,"JACKSON MEMORIAL HOSPITAL","Other Federal","No Observation","Non-Surgical","NICU Level I",2019
False,2,5,"JACKSON MEMORIAL HOSPITAL","Other State/Local","No Observation","Non-Surgical","Non-NICU",2019
False,2,3,"CAPE CORAL HOSPITAL","Commercial","No Observation","Non-Surgical","Non-NICU",2018
False,2,16,"ASCENSION SACRED HEART PENSACOLA","Commercial","Observation","Non-Surgical","Non-NICU",2019
False,2,8,"JACKSON MEMORIAL HOSPITAL","Kidcare","Observation","Non-Surgical","Non-NICU",2019
False,2,12,"HEALTHPARK MEDICAL CENTER","Other Federal","No Observation","Non-Surgical","NICU Level III",2018
False,2,48,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","Observation","Non-Surgical","Non-NICU",2018
False,2,6,"ADVENTHEALTH ORLANDO","Other State/Local","Observation","Non-Surgical","ICU <1 Year Old",2019
False,2,3,"ADVENTHEALTH ORLANDO","Medicare","No Observation","Non-Surgical","NICU Level I",2019
False,2,10,"MEMORIAL REGIONAL HOSPITAL","Commercial","Observation","Non-Surgical","ICU <1 Year Old",2019
False,2,2,"ST MARY'S MEDICAL CENTER","Other State/Local","Observation","Non-Surgical","Non-NICU",2019
False,2,3,"HEALTHPARK MEDICAL CENTER","Medicare","No Observation","Non-Surgical","Non-NICU",2019
False,2,4,"TAMPA GENERAL HOSPITAL","Other State/Local","No Observation","Non-Surgical","NICU Level I",2019
False,2,46,"MEMORIAL REGIONAL HOSPITAL","Other Federal","No Observation","Non-Surgical","NICU Level III",2018
False,2,6,"ADVENTHEALTH ORLANDO","Kidcare","No Observation","Non-Surgical","NICU Level I",2019
False,2,36,"ST MARY'S MEDICAL CENTER","Other Federal","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,2,435,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Surgical","NICU Level III",2018
False,2,91,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Surgical","NICU Level II",2018
False,2,200,"ADVENTHEALTH ORLANDO","Commercial","Observation","Surgical","NICU Level III",2019
False,2,237,"ST MARY'S MEDICAL CENTER","Medicaid","Observation","Surgical","NICU Level III",2019
False,2,18,"ARNOLD PALMER MEDICAL CENTER","Commercial","No Observation","Surgical","NICU Level III",2019
False,2,114,"JACKSON MEMORIAL HOSPITAL","Commercial","Observation","Surgical","ICU <1 Year Old",2019
False,2,58,"BROWARD HEALTH MEDICAL CENTER","Medicaid","Observation","Surgical","ICU <1 Year Old",2019
False,2,39,"WOLFSON CHILDREN'S HOSPITAL","Other Federal","Observation","Surgical","ICU <1 Year Old",2019
False,2,95,"ADVENTHEALTH ORLANDO","Other State/Local","Observation","Surgical","Non-NICU",2019
False,2,7,"BROWARD HEALTH MEDICAL CENTER","Other","No Observation","Surgical","Non-NICU",2019
False,2,5,"ARNOLD PALMER MEDICAL CENTER","Commercial","Observation","Surgical","ICU <1 Year Old",2019
False,2,8,"UF HEALTH SHANDS HOSPITAL","Kidcare","No Observation","Surgical","ICU <1 Year Old",2019
False,2,4,"ST JOSEPHS HOSPITAL","Other State/Local","No Observation","Surgical","Non-NICU",2019
False,2,5,"UF HEALTH SHANDS HOSPITAL","Kidcare","No Observation","Non-Surgical","NICU Level I",2020
False,2,18,"ST MARY'S MEDICAL CENTER","Medicare","No Observation","Non-Surgical","Non-NICU",2020
False,2,12,"ST MARY'S MEDICAL CENTER","Self/Non-Payment","No Observation","Non-Surgical","NICU Level II",2020
False,2,5,"UF HEALTH SHANDS HOSPITAL","Medicare","No Observation","Non-Surgical","Non-NICU",2020
False,2,2,"TAMPA GENERAL HOSPITAL","Self/Non-Payment","Observation","Non-Surgical","Non-NICU",2020
False,2,14,"JACKSON MEMORIAL HOSPITAL","Other State/Local","No Observation","Non-Surgical","NICU Level II",2020
False,2,152,"JACKSON MEMORIAL HOSPITAL","Commercial","No Observation","Surgical","NICU Level III",2020
False,2,14,"MEMORIAL REGIONAL HOSPITAL","Other","No Observation","Non-Surgical","NICU Level II",2020
False,2,9,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Other Federal","No Observation","Non-Surgical","NICU Level III",2020
False,2,3,"WOLFSON CHILDREN'S HOSPITAL","Commercial","No Observation","Non-Surgical","NICU Level I",2020
False,2,11,"ASCENSION SACRED HEART PENSACOLA","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,22,"MEMORIAL REGIONAL HOSPITAL","Medicare","Observation","Non-Surgical","Non-NICU",2020
False,2,2,"ST MARY'S MEDICAL CENTER","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,9,"MEMORIAL REGIONAL HOSPITAL","Workers' Comp","No Observation","Non-Surgical","Non-NICU",2020
False,2,5,"TAMPA GENERAL HOSPITAL","Other State/Local","No Observation","Non-Surgical","NICU Level III",2020
False,2,41,"TAMPA GENERAL HOSPITAL","Kidcare","Observation","Non-Surgical","Non-NICU",2020
False,2,4,"BROWARD HEALTH MEDICAL CENTER","Other","No Observation","Non-Surgical","NICU Level I",2020
False,2,5,"BROWARD HEALTH MEDICAL CENTER","Other Federal","No Observation","Non-Surgical","NICU Level I",2020
False,2,130,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,12,"TAMPA GENERAL HOSPITAL","Self/Non-Payment","No Observation","Non-Surgical","NICU Level II",2020
False,2,12,"ADVENTHEALTH ORLANDO","Self/Non-Payment","Observation","Non-Surgical","NICU Level III",2020
False,2,10,"ST MARY'S MEDICAL CENTER","Self/Non-Payment","No Observation","Non-Surgical","NICU Level III",2020
False,2,53,"ST MARY'S MEDICAL CENTER","Kidcare","Observation","Non-Surgical","Non-NICU",2020
False,2,9,"BROWARD HEALTH MEDICAL CENTER","Commercial","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,7,"BROWARD HEALTH MEDICAL CENTER","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,4,"WOLFSON CHILDREN'S HOSPITAL","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,2,"WOLFSON CHILDREN'S HOSPITAL","Medicare","No Observation","Non-Surgical","Non-NICU",2020
False,2,157,"ASCENSION SACRED HEART PENSACOLA","Other Federal","Observation","Non-Surgical","NICU Level III",2020
False,2,65,"UF HEALTH SHANDS HOSPITAL","Other Federal","Observation","Non-Surgical","NICU Level III",2020
False,2,8,"TAMPA GENERAL HOSPITAL","Commercial","Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,40,"JACKSON MEMORIAL HOSPITAL","Commercial","Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,38,"UF HEALTH SHANDS HOSPITAL","Other Federal","Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,16,"MEMORIAL REGIONAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2020
False,2,182,"MEMORIAL REGIONAL HOSPITAL","Medicare","No Observation","Non-Surgical","NICU Level III",2020
False,2,3,"ADVENTHEALTH ORLANDO","Other","No Observation","Non-Surgical","Non-NICU",2020
False,2,30,"WOLFSON CHILDREN'S HOSPITAL","Other Federal","Observation","Surgical","NICU Level III",2020
False,2,171,"UF HEALTH SHANDS HOSPITAL","Other State/Local","No Observation","Non-Surgical","NICU Level III",2020
False,2,9,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Surgical","NICU Level II",2020
False,2,159,"ST JOSEPHS HOSPITAL","Other Federal","Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,37,"UF HEALTH SHANDS HOSPITAL","Self/Non-Payment","Observation","Surgical","Non-NICU",2020
False,2,52,"UF HEALTH SHANDS HOSPITAL","Other Federal","Observation","Non-Surgical","Non-NICU",2020
False,2,141,"ADVENTHEALTH ORLANDO","Kidcare","Observation","Surgical","ICU <1 Year Old",2020
False,2,45,"ADVENTHEALTH ORLANDO","Other State/Local","Observation","Surgical","Non-NICU",2020
False,2,137,"JACKSON MEMORIAL HOSPITAL","Medicare","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,70,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Other Federal","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,28,"ARNOLD PALMER MEDICAL CENTER","Other Federal","Observation","Surgical","Non-NICU",2020
False,2,7,"WOLFSON CHILDREN'S HOSPITAL","Self/Non-Payment","Observation","Surgical","ICU <1 Year Old",2020
False,2,19,"ADVENTHEALTH ORLANDO","Self/Non-Payment","No Observation","Surgical","ICU <1 Year Old",2020
False,2,4,"MEMORIAL REGIONAL HOSPITAL","Self/Non-Payment","Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,49,"JACKSON MEMORIAL HOSPITAL","Other","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,3,"HEALTHPARK MEDICAL CENTER","Commercial","No Observation","Surgical","ICU <1 Year Old",2020
False,2,7,"ADVENTHEALTH ORLANDO","Kidcare","No Observation","Surgical","ICU <1 Year Old",2019
False,2,6,"TAMPA GENERAL HOSPITAL","Commercial","No Observation","Surgical","NICU Level III",2020
False,2,6,"BROWARD HEALTH MEDICAL CENTER","Other Federal","No Observation","Surgical","Non-NICU",2020
False,2,16,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Surgical","ICU <1 Year Old",2020
False,2,5,"TAMPA GENERAL HOSPITAL","Other Federal","Observation","Surgical","Non-NICU",2020
False,2,2,"ST JOSEPHS HOSPITAL","Self/Non-Payment","Observation","Surgical","Non-NICU",2020
False,2,4,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","Observation","Non-Surgical","NICU Level I",2020
False,2,6,"ST JOSEPHS HOSPITAL","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,4,"ST MARY'S MEDICAL CENTER","Kidcare","No Observation","Surgical","ICU <1 Year Old",2020
False,2,12,"UF HEALTH SHANDS HOSPITAL","Medicare","No Observation","Surgical","Non-NICU",2020
False,2,17,"ADVENTHEALTH ORLANDO","Other Federal","Observation","Surgical","Non-NICU",2020
False,2,124,"BROWARD HEALTH MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,11,"ST JOSEPHS HOSPITAL","Other Federal","Observation","Non-Surgical","NICU Level II",2020
False,2,68,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2020
False,2,49,"MEMORIAL REGIONAL HOSPITAL","Other","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,2,17,"ST JOSEPHS HOSPITAL","Self/Non-Payment","No Observation","Surgical","ICU <1 Year Old",2020
False,2,17,"ADVENTHEALTH ORLANDO","Other Federal","No Observation","Surgical","ICU <1 Year Old",2020
False,2,153,"TAMPA GENERAL HOSPITAL","Commercial","Observation","Surgical","NICU Level III",2020
False,2,5,"ASCENSION SACRED HEART PENSACOLA","Medicare","No Observation","Non-Surgical","Non-NICU",2019
False,2,1,"ST JOSEPHS HOSPITAL","Kidcare","No Observation","Non-Surgical","Non-NICU",2019
False,2,7,"ST MARY'S MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level I",2019
False,2,9,"WOLFSON CHILDREN'S HOSPITAL","Other Federal","No Observation","Non-Surgical","NICU Level II",2019
False,2,6,"ARNOLD PALMER MEDICAL CENTER","Other Federal","Observation","Non-Surgical","Non-NICU",2019
False,2,30,"WOLFSON CHILDREN'S HOSPITAL","Commercial","No Observation","Non-Surgical","NICU Level II",2019
False,2,3,"ST MARY'S MEDICAL CENTER","Other Federal","No Observation","Non-Surgical","NICU Level I",2019
False,2,11,"ST MARY'S MEDICAL CENTER","Other State/Local","No Observation","Surgical","Non-NICU",2019
False,2,9,"ARNOLD PALMER MEDICAL CENTER","Medicare","Observation","Non-Surgical","Non-NICU",2019
False,2,7,"BAPTIST MEDICAL CENTER JACKSONVILLE","Self/Non-Payment","Observation","Non-Surgical","NICU Level III",2019
False,2,52,"JACKSON MEMORIAL HOSPITAL","Commercial","Observation","Non-Surgical","ICU <1 Year Old",2019
False,2,5,"TAMPA GENERAL HOSPITAL","Other Federal","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,2,18,"ADVENTHEALTH ORLANDO","Other Federal","No Observation","Non-Surgical","NICU Level III",2019
False,2,7,"TAMPA GENERAL HOSPITAL","Commercial","Observation","Surgical","ICU <1 Year Old",2019
False,2,10,"ST MARY'S MEDICAL CENTER","Self/Non-Payment","No Observation","Non-Surgical","NICU Level II",2019
False,2,32,"BROWARD HEALTH MEDICAL CENTER","Kidcare","Observation","Non-Surgical","Non-NICU",2019
False,2,513,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Surgical","NICU Level III",2019
False,2,480,"ARNOLD PALMER MEDICAL CENTER","Commercial","Observation","Surgical","NICU Level III",2019
False,2,34,"ST MARY'S MEDICAL CENTER","Kidcare","Observation","Surgical","Non-NICU",2019
False,2,17,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Other Federal","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,2,4,"TAMPA GENERAL HOSPITAL","Other State/Local","No Observation","Surgical","Non-NICU",2019
False,2,28,"BROWARD HEALTH MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2019
False,2,5,"ASCENSION SACRED HEART PENSACOLA","Other State/Local","No Observation","Surgical","ICU <1 Year Old",2019
False,2,13,"BROWARD HEALTH MEDICAL CENTER","Self/Non-Payment","No Observation","Surgical","NICU Level III",2019
False,2,32,"JACKSON MEMORIAL HOSPITAL","Other","Observation","Surgical","Non-NICU",2019
False,2,12,"UF HEALTH SHANDS HOSPITAL","Other State/Local","Observation","Surgical","Non-NICU",2019
False,2,13,"BROWARD HEALTH MEDICAL CENTER","Kidcare","Observation","Non-Surgical","Non-NICU",2022
False,2,22,"TAMPA GENERAL HOSPITAL","Commercial","No Observation","Surgical","ICU <1 Year Old",2022
False,2,5,"ST MARY'S MEDICAL CENTER","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,5,"WOLFSON CHILDREN'S HOSPITAL","Medicare","No Observation","Non-Surgical","Non-NICU",2022
False,2,2,"ST MARY'S MEDICAL CENTER","Commercial","Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,9,"ADVENTHEALTH ORLANDO","Medicare","No Observation","Surgical","Non-NICU",2022
False,2,11,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Other Federal","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,35,"BROWARD HEALTH MEDICAL CENTER","Commercial","Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,24,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Surgical","NICU Level II",2022
False,2,23,"ARNOLD PALMER MEDICAL CENTER","Other","Observation","Non-Surgical","NICU Level III",2022
False,2,67,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Other Federal","No Observation","Non-Surgical","NICU Level III",2022
False,2,21,"UF HEALTH SHANDS HOSPITAL","Other State/Local","No Observation","Non-Surgical","NICU Level III",2022
False,2,37,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Surgical","NICU Level III",2022
False,2,23,"MEMORIAL REGIONAL HOSPITAL","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,2,"JACKSON MEMORIAL HOSPITAL","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,2,5,"MEMORIAL REGIONAL HOSPITAL","Medicare","No Observation","Non-Surgical","NICU Level I",2022
False,2,9,"MEMORIAL REGIONAL HOSPITAL","Medicare","No Observation","Non-Surgical","NICU Level I",2018
False,2,0,"ST JOSEPHS HOSPITAL","Self/Non-Payment","No Observation","Non-Surgical","NICU Level I",2018
