Hospital,MDC,MSDRG,YEAR,IsGrandTotalRowTotal,CountSYS_RECID
"UF HEALTH SHANDS HOSPITAL","MDC 03","136",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 03","149",2018,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","157",2018,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","149",2017,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","151",2017,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 03","137",2017,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","151",2018,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","131",2017,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","149",2018,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","132",2018,False,1
"ADVENTHEALTH ORLANDO","MDC 03","131",2018,False,1
"ST JOSEPHS HOSPITAL","MDC 03","146",2018,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","131",2018,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","137",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","131",2018,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","157",2017,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","149",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","157",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","147",2018,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","151",2019,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","137",2019,False,1
"ST JOSEPHS HOSPITAL","MDC 03","150",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 03","133",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","135",2019,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","130",2019,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","151",2018,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","130",2019,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","131",2019,False,1
"ST JOSEPHS HOSPITAL","MDC 03","139",2019,False,1
"ST JOSEPHS HOSPITAL","MDC 03","130",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","138",2018,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","129",2019,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","137",2019,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","151",2019,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","149",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","152",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","137",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 03","150",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","156",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","159",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","149",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","147",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","139",2016,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 03","151",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","139",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","130",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","138",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","147",2019,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","157",2019,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","157",2019,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","149",2019,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","135",2019,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","135",2019,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","154",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","130",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","158",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","135",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 03","130",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 03","136",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","154",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 03","130",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","158",2016,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 03","136",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","130",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","132",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","136",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 03","131",2017,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","137",2022,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","157",2022,False,1
"ST JOSEPHS HOSPITAL","MDC 03","149",2022,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","135",2022,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","136",2022,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","139",2022,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","138",2022,False,1
"ST JOSEPHS HOSPITAL","MDC 03","137",2022,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","139",2022,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","152",2022,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","158",2022,False,1
"ST JOSEPHS HOSPITAL","MDC 13","758",2021,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","757",2021,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","757",2021,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","760",2021,False,1
"ST JOSEPHS HOSPITAL","MDC 13","759",2021,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","758",2021,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","760",2021,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","761",2021,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","761",2021,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","754",2021,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","746",2021,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","737",2021,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","744",2021,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","737",2021,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","738",2021,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","745",2021,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","760",2021,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","745",2021,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","747",2021,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","759",2022,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","761",2022,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","761",2022,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","746",2022,False,1
"ST JOSEPHS HOSPITAL","MDC 13","737",2022,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","746",2022,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","744",2022,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","738",2022,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","738",2022,False,1
"ADVENTHEALTH ORLANDO","MDC 13","744",2022,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","742",2022,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","736",2022,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","750",2022,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","748",2022,False,1
"ADVENTHEALTH ORLANDO","MDC 13","759",2022,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","747",2022,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","747",2022,False,1
"ADVENTHEALTH ORLANDO","MDC 13","746",2022,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","746",2022,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","749",2022,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","759",2022,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","759",2021,False,1
"ST JOSEPHS HOSPITAL","MDC 13","758",2022,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","760",2022,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","747",2021,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","757",2022,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","737",2022,False,1
"ST JOSEPHS HOSPITAL","MDC 13","744",2022,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","744",2021,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","749",2022,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","743",2021,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","743",2022,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","738",2022,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","749",2022,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","744",2022,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","760",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","758",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","758",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","761",2021,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","761",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","744",2021,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","738",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","738",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","743",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","746",2021,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","746",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","745",2021,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","748",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","743",2021,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","747",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","742",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","747",2021,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","760",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 13","746",2021,False,1
"ADVENTHEALTH ORLANDO","MDC 13","757",2018,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","759",2018,False,1
"ST JOSEPHS HOSPITAL","MDC 13","757",2018,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","760",2018,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","746",2018,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","758",2018,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","737",2018,False,1
"ST JOSEPHS HOSPITAL","MDC 13","737",2018,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","755",2018,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","737",2018,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","750",2018,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","742",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","738",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","743",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","742",2018,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","745",2018,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","742",2018,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","738",2018,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","746",2018,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","747",2018,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","755",2018,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","738",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","737",2018,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","747",2018,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","758",2018,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","759",2018,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","759",2018,False,1
"ADVENTHEALTH ORLANDO","MDC 13","758",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","757",2018,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","760",2018,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","742",2018,False,1
"ADVENTHEALTH ORLANDO","MDC 13","737",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","748",2018,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","746",2018,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","746",2018,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","749",2018,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","750",2018,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","746",2018,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","757",2018,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","761",2021,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 13","761",2021,False,1
"ST JOSEPHS HOSPITAL","MDC 13","747",2021,False,1
"ST JOSEPHS HOSPITAL","MDC 13","760",2021,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","744",2021,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","736",2021,False,1
"ST JOSEPHS HOSPITAL","MDC 13","745",2021,False,1
"ST JOSEPHS HOSPITAL","MDC 13","736",2021,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","738",2021,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","759",2021,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","761",2021,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","738",2021,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","758",2017,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","760",2017,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","761",2017,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","758",2017,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","761",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 13","761",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 13","737",2017,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","737",2017,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","737",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","742",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 13","749",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 13","738",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 13","747",2017,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","750",2017,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","755",2017,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","760",2017,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","747",2017,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","750",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 13","742",2017,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","750",2017,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","747",2017,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","760",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","761",2019,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","737",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 13","750",2019,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","761",2019,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","748",2019,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","747",2019,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","747",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 13","742",2019,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","738",2019,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","742",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","758",2017,False,1
"ST JOSEPHS HOSPITAL","MDC 13","749",2017,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 13","737",2017,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","746",2017,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","742",2017,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","745",2017,False,1
"ST JOSEPHS HOSPITAL","MDC 13","744",2017,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","742",2017,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","746",2017,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","738",2017,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","745",2017,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","754",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","758",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","758",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","759",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","759",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","757",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","757",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","759",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 13","758",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","757",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","759",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 13","759",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","742",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","736",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","737",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","737",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","749",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","744",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","746",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","747",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","737",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","746",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","743",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 13","747",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","761",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","758",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 13","750",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","750",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","744",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","758",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 13","738",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 13","745",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","746",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 13","745",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","746",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","747",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","747",2016,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","760",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","758",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 13","759",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","759",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","759",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","738",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","737",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","737",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","743",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","737",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","747",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","747",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","750",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 13","744",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","761",2018,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","755",2018,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","758",2018,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","742",2018,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","760",2018,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","745",2018,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","761",2017,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","754",2018,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","757",2017,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","758",2018,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","755",2019,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","756",2019,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","746",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","760",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 13","744",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","737",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 13","738",2019,False,1
"ST JOSEPHS HOSPITAL","MDC 13","746",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","742",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","743",2019,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","747",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","761",2018,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","749",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 13","760",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","759",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","755",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 13","738",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","746",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","737",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","750",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 13","737",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","742",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","742",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","747",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","745",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","758",2019,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","758",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","759",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","760",2019,False,1
"ST JOSEPHS HOSPITAL","MDC 13","761",2019,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","759",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 13","756",2019,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","760",2019,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","757",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 13","749",2019,False,1
"ST JOSEPHS HOSPITAL","MDC 13","749",2019,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","746",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","738",2019,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","742",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","742",2019,False,1
"ST JOSEPHS HOSPITAL","MDC 13","737",2019,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","750",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","738",2019,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","742",2019,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","743",2019,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","747",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","747",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","746",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","743",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","761",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","759",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","759",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","747",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","758",2016,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 13","750",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 13","738",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","746",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 13","737",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 13","742",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","745",2016,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 13","737",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","746",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","749",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","746",2017,False,1
"HEALTHPARK MEDICAL CENTER","MDC 13","747",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","744",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","758",2022,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","759",2022,False,1
"ST MARY'S MEDICAL CENTER","MDC 13","757",2022,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","737",2022,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","739",2022,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","747",2022,False,1
"TAMPA GENERAL HOSPITAL","MDC 13","757",2022,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","737",2022,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","746",2022,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 13","737",2022,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 13","746",2022,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 13","746",2022,False,1
